car_id,title,model,price_million,description,odo,registration,origin,condition,warranty,year,version,gearbox,fuel,body_type,seats,drivetrain,horse_power,torque,engine_capacity,fuel_consumption,airbags,ground_clearance,doors,unladen_weight,gross_weight,image_folder,url
p2_s8_1774726456,"Bán Mazda 3 cuối 2024, xe lướt,zin 100% giá rẻ",Mazda 3,530.0,"Mình đang cần bán một chiếc xe mazda 3 đời cuối 2024 số tự động. Xanh đậm phadil. Xe chính chủ cá nhân mua mới 1 đời chủ cam kết không đâm đụng, không va chạm sơn zin 100%. Xe được trang bị full option.đề nổ start/stop, thắng tay điện tử, Màn hình zin theo xe, cam hành trình đầy đủ. Cam lùi, cảm biến quanh xe. Dán kim cách nhiệt cao cấp của mỹ 5M, thảm lót sàn, thảm taplo đầy đủ. 4 lốp zin theo xe, lốp sơ cua chưa chạm đất. đảm bảo chưa hề va quẹt đâm đụng, ko thủy kích, máy zin 100%, full lịch sử bảo dưỡng trong hãng, bao check test thoải mái. xe chính chủ cá nhân đứng tên, cà vẹt cầm tay, mua xong ra công chứng liền trong 15p, hỗ trợ rút hồ sơ cho người thiện chí. Liên hệ ; coi xe gần siêu thị AOEN nhật bản quận tân phú",29998,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2024,N/A,Tự động,Xăng,Sedan,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p2_s8_1774726456,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/131005194.htm
p2_s9_1774726468,Mazda 3 Sport 2024 Luxury Xanh Cavansai,Mazda 3,625.0,"Cần bán mada 3 sport luxury 2024 Xe nguyên bản chưa đụng chạm , odo : 10.000km còn như mới , xe cam kết nguyên rin , không đâm đụng , ngập nước ( cam kết lỗi hoàn tiền 100% ) Anh chị e nào kết thì alo xem xe",10000,N/A,Nhật Bản,Đã sử dụng,Bảo hành hãng,2024,1.5L Sport Luxury,Tự động,Xăng,Hatchback,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p2_s9_1774726468,https://xe.chotot.com/mua-ban-oto-quan-thanh-khe-da-nang/131372587.htm
p2_s10_1774726474,Mazda CX3 Premium 1.5 AT sản xuất 2021,CX-3,498.0,"Thông tin chi tiết :  - Xe đứng tên cá nhân sử dụng  - Odo 4 vạn km zin  - Trang bị rất nhiều option tính năng hiện đại trên xe - Bảo dưỡng định kì  - Nội ngoại thất tươi mới giữ gìn cẩn thận  - Cam kết : máy số keo chỉ nguyên bản , không đâm va , không ngập nước  - khuyến khích khách hàng check test bên thứ 3 , thợ thuyền để công tâm trước khi giao dịch  - Quý khách có nhu cầu mua xe vui lòng liên hệ gọi trực tiếp để xem xe và trao đổi cụ thể",40000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2023,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p2_s10_1774726474,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/131405473.htm
p2_s11_1774726487,Mazda 3 2019 sedan - 74000 km,Mazda 3,420.0,Xe bao kiểm tran đâm đụng ngập nước không có gi để chê,74000,N/A,Việt Nam,Đã sử dụng,Bảo hành hãng,2019,1.5L Premium,Tự động,Xăng,Sedan,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,> 1 tấn,> 2 tấn,car_p2_s11_1774726487,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/131484490.htm
p2_s12_1774726495,Mazda CX-3 2021 Premium Xám,CX-3,505.0,"Mazda CX-3 màu xám, sx: 2021 Bản Premium .  xe 5 chỗ, chạy 68776 km. Nguyên zin từng chi tiết  - Động cơ xăng, hộp số tự động.   - Thiết kế nhỏ gọn, linh hoạt di chuyển trong phố.   - Xe giữ gìn cẩn thận, nội thất sạch sẽ.",68776,N/A,Thái Lan,Đã sử dụng,Bảo hành hãng,2021,1.5 Premium,Tự động,Xăng,SUV / Cross over,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p2_s12_1774726495,https://xe.chotot.com/mua-ban-oto-quan-kien-an-hai-phong/130379302.htm
p2_s13_1774726505,Mazda 3 2016 2.0 18 ich Trắng 123.030,Mazda 3,369.0,"Mazda 3 2.0 2016 bản đủ full bánh 18 inch  Odo: 123.030km  - Nội thất: bọc ghế da, màn có kết nối android auto. Camera de camera lề  - Nhớt máy + lọc: 7000km thay 1 lần (Motul 100% synthetic - DK đến 12/2027 Khung gầm máy móc như mới Xe ở hcm q6 biển sài gòn",123030,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2016,N/A,Tự động,Xăng,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p2_s13_1774726505,https://xe.chotot.com/mua-ban-oto-quan-11-tp-ho-chi-minh/131351993.htm
p2_s14_1774726518,Mazda CX 5 2024 Premium Exclusive 2.0 AT,Mazda Other,830.0,"Xe mình có ppf nội thất, 30mai, 3M , phủ gầm , cảm biến áp xuất lốp icar , android box vietmap , full lịch sử bảo dưỡng hãng ko qua gara Giá trên còn thương lượng",29000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2024,Premium Exclusive 2.0 AT,Tự động,Xăng,SUV / Cross over,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p2_s14_1774726518,https://xe.chotot.com/mua-ban-thi-xa-tan-uyen-binh-duong/131415490.htm
p2_s15_1774726524,Mazda BT50 2016 STĐ,BT-50,350.0,"Mazda BT50 2016, số tự động, nhập Thái. Xe đi ít bảo dưỡng đầy đủ, lên full phụ kiện. Không lỗi lầm gì, xe nguyên bản cả xe chưa qua sửa chữa. Bao check test thoải mái. Giá loanh quanh 300 Ai quan tâm liên hệ ⓪➑⑥➐④➒③⑦➑⑥",90000,Có,Thái Lan,Đã sử dụng,Bảo hành hãng,2016,2.2L 4x2 AT,Tự động,Dầu,Pick-up (bán tải),Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p2_s15_1774726524,https://xe.chotot.com/mua-ban-huyen-yen-thanh-nghe-an/131485895.htm
p2_s16_1774726533,Mazda 3 2019 1.5 AT Sedan - 45000 km,Mazda 3,440.0,"CẦN BÁN:MAZDA 3 1.5 AT 2019 full đồ chơi camera 360 cảm biến trước sau - Odo: 45.000km rin 100% ( Biển Đà Nẵng )  👉 Năm sản xuất: 2019 👉 Giá bán: 440 triệu   ⚡️Ngoại thất: Màu Đen  ⚡️ Nội thất: Ghế da ( nguyên rin ) 100% /-strong /-strong  ⚡️ Option theo xe  ——————lốp theo xe xi cua chưa hạ,cốp điện ⛔️⛔️ viết giấy cam kết 💯💯 📌 Máy móc nguyên bản 📌 Không thuỷ kích 📌 Không tai nạn  📌 Không lỗi phạt nguội 🔎🔎 Bao Test hãng hoặc gara khách 100% ‼️ ———————————————— ♥️♥️ ♥️♥️ ☎️ Hotline/ Zalo:  🌐 Địa chỉ:  15 mỹ an 7 P ngũ hành sơn TP Đà Nẵng",45000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2019,1.5L Luxury,Tự động,Xăng,Sedan,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,> 1 tấn,> 2 tấn,car_p2_s16_1774726533,https://xe.chotot.com/mua-ban-quan-ngu-hanh-son-da-nang/130815161.htm
p2_s17_1774726546,Mazda 3 2023 Luxury Xám 44.000 km,Mazda 3,569.0,"MAZDA 3 LUXURY 2023, ODO CHUẨN 44.000KM, XE 1 CHỦ GIA ĐÌNH SỬ DỤNG  ✓ Xe cam kết không đâm đụng, không ngập nước, odo chuẩn 44.000km ✓ Màu xe: Xám ✓ Sản xuất: 2023 ✓ ODO chuẩn: 44.000 km ✓ Pháp lý: Xe 1 CHỦ MUA MỚI TỪ ĐẦU, gia đình sử dụng.",44000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2023,N/A,Tự động,Xăng,Sedan,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p2_s17_1774726546,https://xe.chotot.com/mua-ban-thanh-pho-bien-hoa-dong-nai/131231241.htm
p2_s18_1774726557,🛑Mazda 6 Premium 2.0 xe 1 đời chủ,Mazda 6,485.0,"Mazda 6 Premium 2019, bản 2.0 Full option, xe hạng D - Xe 1 chủ từ đầu, 130k full lịch sử hãng (cái này quan trọng, đảm bảo xe vẫn tốt bền) bao test toàn quốc. Xe của diễn viên quê Bến Tre nên đi diễn nhiều nơi nê cây số cao, nhưng bão dưỡng đều nên xe rất đẹp máy rất êm. - Không đâm đụng, ko ngập nước, máy số nguyên zin, có va quẹt nhẹ sơn tút theo thời gian sử dụng - Mâm 19inch, cửa sổ trời, cruise control, lẩy số tay, 2 vùng lạnh auto, gạt mưa auto, đèn auto...Hub kính báo tốc độ, phanh tay điện tử, cân bằng điện tử, cảnh báo lệch làn đường, cảnh báo va chạm trên gương, I-stop, tiết kiệm xăng nhất trong phân khúc D... - Đăng kiểm 5/2027, 4 vỏ lốp mới tinh  - Xem xe nhà mình Q12 - Có thương lượng giá cho ai mua nhanh lẹ #mazda6 #banmazda6",130000,Có,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2019,Premium 2.0 AT,Tự động,Xăng,Sedan,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p2_s18_1774726557,https://xe.chotot.com/mua-ban-quan-12-tp-ho-chi-minh/131330744.htm
p2_s19_1774726570,Mazda 6 2017 2.0 101.000 km Trắng,Mazda 6,43.0,"Cần bán Mazda 6 2.0 đời 2017 chính chủ. - ODO 101.000km. - Máy zin (từng hạ máy để sơn đổi màu) - Màu trắng đẹp (có đổi màu) - Nội thất tươi - Xe từng va chạm phần đuôi, cánh trái (không ảnh hưởng) - Xe đủ giấy tờ lịch sử bảo dưỡng hãng và phụ tùng thay thế - Xe cá nhân chính chủ, bán đổi xe điện.",101000,Có,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2017,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p2_s19_1774726570,https://xe.chotot.com/mua-ban-quan-cau-giay-ha-noi/131485255.htm
p2_s20_1774726582,Mazda CX-5 2018 2.5 AWD Xanh,CX-5,565.0,"Mazda CX-5 2.5 AWD 2018, xe đẹp, không lỗi, odo 84.000 km. Trang bị 4 lốp Michelin mới, mâm zin 2020, phuộc Tein, vô lăng D-Cut, trần sao, màn hình Bravigo. Xe cam kết không đâm đụng, không ngập nước, đầy đủ đồ zin theo xe.",84000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2018,2.5 AT AWD,Tự động,Xăng,SUV / Cross over,5,AWD,188 HP @5700 RPM,250Nm @3200 RPM,2.5,6.8,N/A,N/A,5,> 1 tấn,> 2 tấn,car_p2_s20_1774726582,https://xe.chotot.com/mua-ban-thanh-pho-buon-ma-thuot-dak-lak/131484480.htm
p2_s21_1774726589,Mazda 3 2004 Bạc,Mazda 3,155.0,"Mazda 3 đời 2004 màu bạc, một chủ từ đầu, xe giữ gìn cẩn thận.  - Xe không đâm đụng, không ngập nước, máy số êm ru.  - Điều hòa mát lạnh, nội thất sạch sẽ.  - Trang bị đầy đủ phụ kiện: ghế da, lót sàn, camera lùi, camera hành trình, màn hình DVD, 4 lốp mới, mâm đúc.  - Xe sẵn sàng lăn bánh.  Xem xe: 84 Phạm Hùng, Hoà Xuân, Đà Nẵng",100000,Có,Nhật Bản,Đã sử dụng,Bảo hành hãng,2004,1.6 AT,Tự động,Xăng,Sedan,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,> 1 tấn,> 2 tấn,car_p2_s21_1774726589,https://xe.chotot.com/mua-ban-quan-cam-le-da-nang/131300891.htm
p2_s22_1774726603,Mazda CX-8 2026 Luxury Trắng + GIảm tiền mặt,CX-8,929.0,"𝐍𝐄𝐖 𝐌𝐀𝐙𝐃𝐀 CX-8 - 2026 - ĐẦY ĐỦ CÁC PHIÊN BẢN CÓ SẴN ,NHIỀU MÀU TẠI SHOWROOM❤️ >>> SUV FULL SIZE 7 CHỖ GIÁ CHỈ 929 TRIỆU + COUPON DỊCH VỤ 10TR<<< 🚨 XE SẴN GIAO NGAY🚨 🎁 TRÀN NGẬP QUÀ VÀ ƯU ĐÃI LÊN ĐẾN 30 TRIỆU🎁 ✅ New Mazda CX-8 Luxury: 929,000,000 ✅ New Mazda CX-8 Premium: 989,000,000 ✅ New Mazda CX-8 Signature AWD: 1,099,000,000 🏠 Hỗ trợ xem xe, lái thử tại nhà + nhiều ưu đãi hấp dẫn 👉 Hỗ trợ vay đến 85% giá trị xe. 🆘 Nhận báo giá và tư vấn các dòng xe Mazda 🏡 𝐒𝐡𝐨𝐰𝐫𝐨𝐨𝐦: 𝐌𝐀𝐙𝐃𝐀 𝐁𝐈̀𝐍𝐇 𝐓𝐑𝐈𝐄̣̂𝐔 127 QL13, HIỆP BÌNH CHÁNH, TP THỦ ĐỨC",N/A,N/A,Việt Nam,Mới,Bảo hành hãng,2026,N/A,Tự động,Xăng,SUV / Cross over,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,car_p2_s22_1774726603,https://xe.chotot.com/mua-ban-thanh-pho-thu-duc-tp-ho-chi-minh/131005865.htm
p3_s0_1774726619,Mazda 2 2017 Luxury Xám xanh,Mazda 2,315.0,"Mazda 2 Luxury đời 2017 màu xám xanh, xe đẹp, máy móc nguyên bản.  - ODO: 80.000 km.  - Xe không đâm đụng, không ngập nước.  - Xe sẵn sàng lăn bánh.  - Xem xe tại 84 Phạm Hùng, Hoà Xuân, Đà Nẵng.",80000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2017,1.5 AT Sedan,Tự động,Xăng,Hatchback,5,FWD,102 HP @6000 RPM,135 Nm @4000 RPM,1.5,5,1,155,5,> 1 tấn,> 2 tấn,car_p3_s0_1774726619,https://xe.chotot.com/mua-ban-oto-quan-cam-le-da-nang/131300837.htm
p3_s1_1774726633,Mazda 2 2024 Đỏ 33.000 km,Mazda 2,392.0,"Mazda 2 2024 Đỏ 33.000 km Xe lên 50 triệu đồ chơi, phụ kiện: Ghế da napa, lót sàn, bọc trần, Màn hình adroi, camera hành trình, camera 360...  Xem xe: 84 Phạm Hùng, Hoà Xuân, Đà Nẵng",33000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2024,1.5 AT,Tự động,Xăng,Hatchback,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p3_s1_1774726633,https://xe.chotot.com/mua-ban-oto-quan-cam-le-da-nang/131483462.htm
p3_s2_1774726644,Mazda 3 Hatchback 2017 chính chủ máy số zin,Mazda 3,399.0,"Mazda 3 Hachback đời 2017 chính chủ - Ghế da zin, 4 vỏ mới, mâm phay thể thao, màn hình androi, cam de, dán full fim3M cách nhiệt, vè che mưa, mang cá spots…. - Máy số keo chỉ zin không lỗi nhỏ. Odo chuẩn 72k bao test  Xem xe tại số 5 đường 35, phường Bình Thuận, quận 7",72000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2017,N/A,Tự động,Xăng,Hatchback,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p3_s2_1774726644,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/131123517.htm
p3_s3_1774726656,Mazda Mazda3 2018 1.5 Luxury 34.000 km,Mazda 3,450.0,"Mazda3 1.5 Luxury đời cuối 2018, màu xanh đen, xe chính chủ. - ODO 34.000 km, xe còn mới. - Giá 450 triệu, bao rút hồ sơ.",34000,Có,Nhật Bản,Đã sử dụng,Bảo hành hãng,2018,1.5 AT Sedan,Tự động,Xăng,Sedan,5,FWD,112 HP @6000 RPM,144 Nm @4000 RPM,1.5,5,4,160,5,> 1 tấn,> 2 tấn,car_p3_s3_1774726656,https://xe.chotot.com/mua-ban-oto-huyen-trang-bom-dong-nai/131482982.htm
p3_s4_1774726662,Mazda BT 50 2018 Xám xanh 90000 km,Mazda Other,388.0,"🚗 Mazda BT 50 2018 AT 1 Cầu – MÁY DẦU, SỐ TỰ ĐỘNG – MẠNH MẼ   SX 2018 / DK 2019   ODO : 90 000 KM  ✨ Form dáng cứng cáp – đi phố hay công trình đều quá ổn ✨ Động cơ dầu bền bỉ  ✨ Số tự động lái nhẹ nhàng ✨ Gầm cao – đi đường xấu, đi xa cực kỳ yên tâm Xe trang bị đầy đủ tiện nghi ✔️ Điều hòa mát sâu ✔️ Màn hinh giải trí ✔️ Nội thất da zin nguyên bản   💰 Giá 388 Tr 000  📞 Liên hệ: *** (Cường)  📍Xem xe : TDM, Bình Dương",90000,Có,Nhật Bản,Đã sử dụng,Bảo hành hãng,2018,N/A,Tự động,Dầu,Pick-up (bán tải),5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p3_s4_1774726662,https://xe.chotot.com/mua-ban-oto-thanh-pho-thuan-an-binh-duong/131458996.htm
p3_s5_1774726675,Hà Nội bán Mazda BT-50 2019 Premium 4x4 Trắng,BT-50,560.0,"- Bản Premium 4x4 (Phiên bản cao cấp nhất dòng BT-50 2019) - Chịu ngập lội 80 cm, điều khiển gương, ghế lái tự động - Đăng ký lần đầu: tháng 8/2023 – Xe chạy 5 vạn - Trang bị thêm: Màn hình Camera 360 OledPro + Độ loa nghe nhạc, Đèn bi Led, - Bảo dưỡng, bảo trì 100% trong Gara Mazda - Cam kết chưa dính ngập nước, không đâm đụng - Nội thất mới, Xe chỉ phục vụ đi lại cho gia đình nên gia đình rất giữ gìn ---------------- Giá: 5xx  Các bác có thiện mua chí vui lòng inbox mình nhé. Nếu bác nào có nhu cầu mình có đủ giấy nộp thuế trước bạ khi đăng ký lần đầu (để yên tâm về thời gian bắt đầu lăn bánh của xe), hóa đơn các lần bảo trì, bảo dưỡng nhé",50000,Có,Thái Lan,Đã sử dụng,Bảo hành hãng,2019,N/A,Tự động,Dầu,Pick-up (bán tải),5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p3_s5_1774726675,https://xe.chotot.com/mua-ban-oto-huyen-hoai-duc-ha-noi/131377909.htm
p3_s6_1774726687,Mazda CX5 2024 Trắng 12246 km,CX-5,780.0,Thì trường đang chậm nhưng mà mới quá lại phải mua  Mazda cx5 2024 pre  Xuất hóa đơn 600 triệu  7xx triệu,12246,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2024,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p3_s6_1774726687,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/131463671.htm
p3_s7_1774726699,"Mazda 3 2015, 1.5 AT Sedan - 9 km",Mazda 3,345.0,-E Bán m3 2015 xe đẹp zin - xe về sẵn đi thôi - mời các bác qua chạy thủ xe và Chek ở đây tuỳ thích!,9,N/A,Việt Nam,Đã sử dụng,Bảo hành hãng,2015,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p3_s7_1774726699,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/124272500.htm
p3_s8_1774726709,Mazda 3 2016 1.5 gd 1 chủ cực zin đẹp rẻ sẵn dùng,Mazda 3,328.0,"Mazda 3 2016 1.5 full chức năng xe xịn , 1 chủ mua từ mới Dòng xe 5 chỗ siêu sang giành cho mọi lứa tuổi  Xe chuẩn 1 chủ Cam kết chất lượng bao tet các kiểu, keo chỉ zin không đâm đụng không ngập nước , máy số zin gầm chạy êm ru như xe mới ko tiếng động Có trao đổi xe các loại, dẫn thợ tet xe thỏa mái Xem xe thương lượng thỏa mái, ko trả giá qua dt, miễn nhắn tin.  Mua xe thì alo trực tiếp Giá rẻ nhất thị trường",123,N/A,Việt Nam,Đã sử dụng,Bảo hành hãng,2016,1.5 AT Sedan,Tự động,Xăng,Sedan,5,FWD,112 HP @6000 RPM,144 Nm @4000 RPM,1.5,5,2,160,4,> 1 tấn,> 2 tấn,car_p3_s8_1774726709,https://xe.chotot.com/mua-ban-oto-thanh-pho-thuan-an-binh-duong/125698665.htm
p3_s9_1774726719,Mazda CX 8 Luxury 2.5 AT Sx 5/2025 Odo 19.000 km,Mazda Other,926.0,"❤️ New Mazda CX-8 2.5 Luxury Sx 5/2025 Siêu Lướt ❤️    🔥Odo ~ 1️⃣9️⃣.0️⃣0️⃣0️⃣ km 🔥    ✅ Sơn zin 100% rất giá trị ✅  ————————  🚗 Màu xe : Machine Grey Metallic   ☘️ Phiên bản : Luxury ✅ Sản xuất 2025 phiên bản Facelift  ☘️ Đăng ký : 5/2025  ❤ Odo : 1️⃣9️⃣.0️⃣0️⃣0️⃣ KM   ❤️ *** 1 đời chủ mua mới đập thùng, đa số trùm mềm và chăm sóc giữ gìn.   ✌🏻 Xe được bảo quản, giữ gìn chăm sóc cẩn thận, nội thất sạch sẽ , cả 3 hàng ghế da căng đẹp như mới.   ☘Cam kết : Hoàn hảo, Zin từ A đến Z , Sẵn sàng check Hãng   ❤️ Bảo trì bảo dưỡng đúng lộ trình và định kỳ tại hãng Mazda  - Xe luôn đỗ trong nhà riêng , không 1 ngày phơi nắng phơi mưa.   ✅ Option đã lắp em tặng hết cho Khách mua xe   ⭐️ Đủ 2 chìa khoá , và 2 chìa cơ ⭐️ Phim cách nhiệt chính hãng  ⭐️ Phủ Ceramic loại cao cấp 2 lớp full xe  ✌🏻 Lót sàn cao cap full xe  ✌🏻 Phủ gầm bảo vệ xe, chống rỉ sét và ăn mòn.   ❤️ Bảo Hành chính hãng 5 Năm hoặc 150.000 km   📍📍 📍  Cam kết : tình trạng hoàn hảo như mới  Khuyến khích khách mời thợ xịn đến hỗ trợ xem hoặc mang xe vào hãng Check/Test , xe luôn sẵn sàng  Thank You",19000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2025,Luxury 2.5 AT,Tự động,Xăng,SUV / Cross over,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p3_s9_1774726719,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/130912611.htm
p3_s10_1774726731,Mazda BT50 2022 Đỏ 50.000 km,BT-50,450.0,"Mazda BT50 màu đỏ, đăng ký 2022, odo 50.000 km , 5 vỏ còn theo xe ,xe đẹp k lỗi nhỏ  - Xe số sàn, vận hành mạnh mẽ, bền bỉ.  - Thiết kế bán tải khỏe khoắn, phù hợp nhiều mục đích sử dụng.  - Xe giữ gìn cẩn thận, sẵn sàng lăn bánh.",50000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2022,N/A,Số sàn,Dầu,Pick-up (bán tải),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p3_s10_1774726731,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/131333386.htm
p3_s11_1774726743,Mazda BT50 2020 Trắng 65000 km,BT-50,480.0,"MADAZ BT50 MT4x4 - 2 cầu ( xe gia đình sử dụng kỹ, full bảo dưỡng hãng, rất hiếm có chiếc xe lành tính thứ 2 ) Năm sản xuất: 2019 đăng kí 2020 ( dòng xe cuối cùng Mazda hợp tác cùng Ford) - Odo: 65k km - Biển số: 1chủ HCM từ mới - Số sàn: 2 cầu - Xuất xứ: Nhập khẩu Thái Lan chính hãng - CAM KẾT CHẤT LƯỢNG: ✓ Máy zin – số zin – khung sườn Zin. Cam kết chưa làm than vỏ 1 tí gì luôn. ✓ Xe Full bảo dưỡng tại Mazda Gò Vấp xe bảo dưỡng 1 nơi *** từ ngày mua mới ( có thể vào hãng check thoải mái)  ✓ Keo chỉ nguyên bản, không mất 1 phân ✓ Không đâm đụng – không ngập nước – không thuỷ kích ✓ Bao check test hãng / bên thứ 3 (T3–T4) - Phát hiện lỗi chịu toàn bộ chi phí kiểm tra & đi lại - Giá mong muốn: 480tr - Trên hình ảnh là xe chưa rửa, nếu rủa đi là nhìn gần như xe mới. Mong muốn làm việc với khách thiện chí hiểu biết về xe, đang mong muốn mua 1 cái xe lành giá hợp lý về sử dụng. Không làm việc với khách thiếu thiện chí, khách muốn giá rẻ mà có xe tốt  Liên hệ: *** Mr Thăng",65000,Có,Thái Lan,Đã sử dụng,Bảo hành hãng,2019,N/A,Số sàn,Dầu,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p3_s11_1774726743,https://xe.chotot.com/mua-ban-oto-quan-5-tp-ho-chi-minh/131441476.htm
